species,long,short,version,platform,type,folder,bioproject,species2,base,nseq,size,libray,type,model,taxon,coverage,down,dummy,genomesize,host,inref,min_read,plastid,range1,range2,range3,dimred,readsel,bench_ptgaul,bench_pmat,bench_tippo,bench_oatk,ptgaul_ref,mt_ref,random,random_seed,status
Juncus_validus-0,SRR21976089,SRR21976091,2,ONT,NA,Juncus_validus,NA,Juncus_validus,NA,NA,NA,WGS,GENOMIC,NA,Juncus validus,1,10,dummy,0,viola,family,3000,TRUE,1:1:27,0.1:1:36,3000:6000:28,pca,manual,160000,0.1,onthq,30,NA,Juncus validus,345,345,done
Leiosporoceros_dussii-0,SRR25387688,SRR25387689,2,ONT,NA,Leiosporoceros_dussii,NA,Leiosporoceros_dussii,NA,NA,NA,WGS,GENOMIC,NA,Leiosporoceros dussii,1,10,dummy,0,lab07,family,3000,TRUE,1:1:28,0.1:1:37,3000:6000:29,pca,manual,160000,0.1,onthq,30,NA,Leiosporoceros dussii,501,501,done
Leiosporoceros_dussii-1,SRR25387688,SRR25387689,2,ONT,NA,Leiosporoceros_dussii,NA,Leiosporoceros_dussii,NA,NA,NA,WGS,GENOMIC,NA,Leiosporoceros dussii,1,10,dummy,0,lab07,family,3000,TRUE,1:1:28,0.1:1:37,3000:6000:29,pca,manual,160000,0.1,onthq,30,NA,Leiosporoceros dussii,619,619,done
Leiosporoceros_dussii-2,SRR25387688,SRR25387689,2,ONT,NA,Leiosporoceros_dussii,NA,Leiosporoceros_dussii,NA,NA,NA,WGS,GENOMIC,NA,Leiosporoceros dussii,1,10,dummy,0,lab07,family,3000,TRUE,1:1:28,0.1:1:37,3000:6000:29,pca,manual,160000,0.1,onthq,30,NA,Leiosporoceros dussii,619,619,done
Macadamia_jansenii-0,SRR11191910,SRR11191912,2,ONT,NA,Macadamia_jansenii,NA,Macadamia_jansenii,NA,NA,NA,WGS,GENOMIC,NA,Macadamia jansenii,1,10,dummy,0,lab05,family,3000,TRUE,1:1:29,0.1:1:38,3000:6000:30,pca,manual,160000,0.1,onthq,30,NA,Macadamia jansenii,667,667,done
Macadamia_jansenii-1,SRR11191910,SRR11191912,2,ONT,NA,Macadamia_jansenii,NA,Macadamia_jansenii,NA,NA,NA,WGS,GENOMIC,NA,Macadamia jansenii,1,10,dummy,0,lab05,family,3000,TRUE,1:1:29,0.1:1:38,3000:6000:30,pca,manual,160000,0.1,onthq,30,NA,Macadamia jansenii,627,627,done
Macadamia_jansenii-2,SRR11191910,SRR11191912,2,ONT,NA,Macadamia_jansenii,NA,Macadamia_jansenii,NA,NA,NA,WGS,GENOMIC,NA,Macadamia jansenii,1,10,dummy,0,lab05,family,3000,TRUE,1:1:29,0.1:1:38,3000:6000:30,pca,manual,160000,0.1,onthq,30,NA,Macadamia jansenii,627,627,done
Musa_acuminata_subsp_malaccensis-0,ERR5455028,ERR3606950,2,ONT,NA,Musa_acuminata_subsp_malaccensis,NA,Musa_acuminata_subsp_malaccensis,NA,NA,NA,WGS,GENOMIC,NA,Musa acuminata subsp malaccensis,1,10,dummy,0,viola,family,3000,TRUE,1:1:30,0.1:1:39,3000:6000:31,pca,manual,160000,0.1,onthq,30,NA,Musa acuminata subsp malaccensis,969,969,done
Notothylas_orbicularis-0,SRR25405055,SRR25405056,2,ONT,NA,Notothylas_orbicularis,NA,Notothylas_orbicularis,NA,NA,NA,WGS,GENOMIC,NA,Notothylas orbicularis,1,10,dummy,0,lab01,family,3000,TRUE,1:1:31,0.1:1:40,3000:6000:32,pca,manual,160000,0.1,onthq,30,NA,Notothylas orbicularis,275,275,done
Notothylas_orbicularis-1,SRR25405055,SRR25405056,2,ONT,NA,Notothylas_orbicularis,NA,Notothylas_orbicularis,NA,NA,NA,WGS,GENOMIC,NA,Notothylas orbicularis,1,10,dummy,0,lab01,family,3000,TRUE,1:1:31,0.1:1:40,3000:6000:32,pca,manual,160000,0.1,onthq,30,NA,Notothylas orbicularis,677,677,done
Notothylas_orbicularis-2,SRR25405055,SRR25405056,2,ONT,NA,Notothylas_orbicularis,NA,Notothylas_orbicularis,NA,NA,NA,WGS,GENOMIC,NA,Notothylas orbicularis,1,10,dummy,0,lab01,family,3000,TRUE,1:1:31,0.1:1:40,3000:6000:32,pca,manual,160000,0.1,onthq,30,NA,Notothylas orbicularis,677,677,done
Ophrys_lutea-0,ERR5167480,ERR5303530,2,ONT,NA,Ophrys_lutea,NA,Ophrys_lutea,NA,NA,NA,WGS,GENOMIC,NA,Ophrys lutea,1,10,dummy,0,lab06,family,3000,TRUE,1:1:32,0.1:1:41,3000:6000:33,pca,manual,160000,0.1,onthq,30,NA,Ophrys lutea,355,355,done
Ophrys_lutea-1,ERR5167480,ERR5303530,2,ONT,NA,Ophrys_lutea,NA,Ophrys_lutea,NA,NA,NA,WGS,GENOMIC,NA,Ophrys lutea,1,10,dummy,0,lab06,family,3000,TRUE,1:1:32,0.1:1:41,3000:6000:33,pca,manual,160000,0.1,onthq,30,NA,Ophrys lutea,229,229,done
Ophrys_lutea-2,ERR5167480,ERR5303530,2,ONT,NA,Ophrys_lutea,NA,Ophrys_lutea,NA,NA,NA,WGS,GENOMIC,NA,Ophrys lutea,1,10,dummy,0,lab06,family,3000,TRUE,1:1:32,0.1:1:41,3000:6000:33,pca,manual,160000,0.1,onthq,30,NA,Ophrys lutea,229,229,done
Oryza_rufipogon-0,SRR12104676,SRR12102351,2,ONT,NA,Oryza_rufipogon,NA,Oryza_rufipogon,NA,NA,NA,WGS,GENOMIC,NA,Oryza rufipogon,1,10,dummy,0,lab01,family,3000,TRUE,1:1:33,0.1:1:42,3000:6000:34,pca,manual,160000,0.1,onthq,30,NA,Oryza rufipogon,933,933,done
Oryza_rufipogon-1,SRR12104676,SRR12102351,2,ONT,NA,Oryza_rufipogon,NA,Oryza_rufipogon,NA,NA,NA,WGS,GENOMIC,NA,Oryza rufipogon,1,10,dummy,0,lab01,family,3000,TRUE,1:1:33,0.1:1:42,3000:6000:34,pca,manual,160000,0.1,onthq,30,NA,Oryza rufipogon,777,777,done
Oryza_rufipogon-2,SRR12104676,SRR12102351,2,ONT,NA,Oryza_rufipogon,NA,Oryza_rufipogon,NA,NA,NA,WGS,GENOMIC,NA,Oryza rufipogon,1,10,dummy,0,lab01,family,3000,TRUE,1:1:33,0.1:1:42,3000:6000:34,pca,manual,160000,0.1,onthq,30,NA,Oryza rufipogon,777,777,done
Phaeomegaceros_chiloensis-0,SRR25430413,SRR25430414,2,ONT,NA,Phaeomegaceros_chiloensis,NA,Phaeomegaceros_chiloensis,NA,NA,NA,WGS,GENOMIC,NA,Phaeomegaceros chiloensis,1,10,dummy,0,lab01,family,3000,TRUE,1:1:34,0.1:1:43,3000:6000:35,pca,manual,160000,0.1,onthq,30,NA,Phaeomegaceros chiloensis,947,947,done
Phaeomegaceros_chiloensis-1,SRR25430413,SRR25430414,2,ONT,NA,Phaeomegaceros_chiloensis,NA,Phaeomegaceros_chiloensis,NA,NA,NA,WGS,GENOMIC,NA,Phaeomegaceros chiloensis,1,10,dummy,0,lab01,family,3000,TRUE,1:1:34,0.1:1:43,3000:6000:35,pca,manual,160000,0.1,onthq,30,NA,Phaeomegaceros chiloensis,927,927,done
Phaeomegaceros_chiloensis-2,SRR25430413,SRR25430414,2,ONT,NA,Phaeomegaceros_chiloensis,NA,Phaeomegaceros_chiloensis,NA,NA,NA,WGS,GENOMIC,NA,Phaeomegaceros chiloensis,1,10,dummy,0,lab01,family,3000,TRUE,1:1:34,0.1:1:43,3000:6000:35,pca,manual,160000,0.1,onthq,30,NA,Phaeomegaceros chiloensis,927,927,done
Populus_x_sibirica-0,SRR15146668,SRR12963707,2,ONT,NA,Populus_x_sibirica,NA,Populus_x_sibirica,NA,NA,NA,WGS,GENOMIC,NA,Populus x sibirica,1,10,dummy,0,lab05,family,3000,TRUE,1:1:35,0.1:1:44,3000:6000:36,pca,manual,160000,0.1,onthq,30,NA,Populus x sibirica,515,515,done
Populus_x_sibirica-1,SRR15146668,SRR12963707,2,ONT,NA,Populus_x_sibirica,NA,Populus_x_sibirica,NA,NA,NA,WGS,GENOMIC,NA,Populus x sibirica,1,10,dummy,0,lab05,family,3000,TRUE,1:1:35,0.1:1:44,3000:6000:36,pca,manual,160000,0.1,onthq,30,NA,Populus x sibirica,423,423,done
Populus_x_sibirica-2,SRR15146668,SRR12963707,2,ONT,NA,Populus_x_sibirica,NA,Populus_x_sibirica,NA,NA,NA,WGS,GENOMIC,NA,Populus x sibirica,1,10,dummy,0,lab05,family,3000,TRUE,1:1:35,0.1:1:44,3000:6000:36,pca,manual,160000,0.1,onthq,30,NA,Populus x sibirica,423,423,done
Prunus_mandshurica-0,ERR4656977,ERR4656978,2,ONT,NA,Prunus_mandshurica,NA,Prunus_mandshurica,NA,NA,NA,WGS,GENOMIC,NA,Prunus mandshurica,1,10,dummy,0,siepel,family,3000,TRUE,1:1:36,0.1:1:45,3000:6000:37,umap,manual,160000,0.1,onthq,30,NA,Prunus mandshurica,835,835,done
Prunus_mandshurica-1,ERR4656977,ERR4656978,2,ONT,NA,Prunus_mandshurica,NA,Prunus_mandshurica,NA,NA,NA,WGS,GENOMIC,NA,Prunus mandshurica,1,10,dummy,0,siepel,family,3000,TRUE,1:1:36,0.1:1:45,3000:6000:37,umap,manual,160000,0.1,onthq,30,NA,Prunus mandshurica,737,737,done
Prunus_mandshurica-2,ERR4656977,ERR4656978,2,ONT,NA,Prunus_mandshurica,NA,Prunus_mandshurica,NA,NA,NA,WGS,GENOMIC,NA,Prunus mandshurica,1,10,dummy,0,siepel,family,3000,TRUE,1:1:36,0.1:1:45,3000:6000:37,umap,manual,160000,0.1,onthq,30,NA,Prunus mandshurica,737,737,done
Solanum_lycopersicum-0,SRR11073833,SRR11205474,2,ONT,NA,Solanum_lycopersicum,NA,Solanum_lycopersicum,NA,NA,NA,WGS,GENOMIC,NA,Solanum lycopersicum,1,10,dummy,0,thorne,family,3000,TRUE,1:1:37,0.1:1:46,3000:6000:38,pca,manual,160000,0.1,onthq,30,NA,Solanum lycopersicum,617,617,done
Solanum_lycopersicum-1,SRR11073833,SRR11205474,2,ONT,NA,Solanum_lycopersicum,NA,Solanum_lycopersicum,NA,NA,NA,WGS,GENOMIC,NA,Solanum lycopersicum,1,10,dummy,0,thorne,family,3000,TRUE,1:1:37,0.1:1:46,3000:6000:38,pca,manual,160000,0.1,onthq,30,NA,Solanum lycopersicum,219,219,done
Solanum_lycopersicum-2,SRR11073833,SRR11205474,2,ONT,NA,Solanum_lycopersicum,NA,Solanum_lycopersicum,NA,NA,NA,WGS,GENOMIC,NA,Solanum lycopersicum,1,10,dummy,0,thorne,family,3000,TRUE,1:1:37,0.1:1:46,3000:6000:38,pca,manual,160000,0.1,onthq,30,NA,Solanum lycopersicum,219,219,done
Spirodela_polyrhiza-0,SRR11472010,SRR11472009,2,ONT,NA,Spirodela_polyrhiza,NA,Spirodela_polyrhiza,NA,NA,NA,WGS,GENOMIC,NA,Spirodela polyrhiza,1,10,dummy,0,siepel,family,3000,TRUE,1:1:38,0.1:1:47,3000:6000:39,umap,manual,160000,0.1,onthq,30,NA,Spirodela polyrhiza,921,921,done
Spirodela_polyrhiza-1,SRR11472010,SRR11472009,2,ONT,NA,Spirodela_polyrhiza,NA,Spirodela_polyrhiza,NA,NA,NA,WGS,GENOMIC,NA,Spirodela polyrhiza,1,10,dummy,0,siepel,family,3000,TRUE,1:1:38,0.1:1:47,3000:6000:39,umap,manual,160000,0.1,onthq,30,NA,Spirodela polyrhiza,921,921,done
Spirodela_polyrhiza-2,SRR11472010,SRR11472009,2,ONT,NA,Spirodela_polyrhiza,NA,Spirodela_polyrhiza,NA,NA,NA,WGS,GENOMIC,NA,Spirodela polyrhiza,1,10,dummy,0,siepel,family,3000,TRUE,1:1:38,0.1:1:47,3000:6000:39,umap,manual,160000,0.1,onthq,30,NA,Spirodela polyrhiza,921,921,done
Vaccinium_vitis_idaea-0,SRR25468450,SRR25477290,2,ONT,NA,Vaccinium_vitis_idaea,NA,Vaccinium_vitis_idaea,NA,NA,NA,WGS,GENOMIC,NA,Vaccinium vitis idaea,1,10,dummy,0,jeff,family,3000,TRUE,1:1:39,0.1:1:48,3000:6000:40,umap,manual,160000,0.1,onthq,30,NA,Vaccinium vitis idaea,853,853,done
Vaccinium_vitis_idaea-1,SRR25468450,SRR25477290,2,ONT,NA,Vaccinium_vitis_idaea,NA,Vaccinium_vitis_idaea,NA,NA,NA,WGS,GENOMIC,NA,Vaccinium vitis idaea,1,10,dummy,0,jeff,family,3000,TRUE,1:1:39,0.1:1:48,3000:6000:40,umap,manual,160000,0.1,onthq,30,NA,Vaccinium vitis idaea,187,187,done
Vaccinium_vitis_idaea-2,SRR25468450,SRR25477290,2,ONT,NA,Vaccinium_vitis_idaea,NA,Vaccinium_vitis_idaea,NA,NA,NA,WGS,GENOMIC,NA,Vaccinium vitis idaea,1,10,dummy,0,jeff,family,3000,TRUE,1:1:39,0.1:1:48,3000:6000:40,umap,manual,160000,0.1,onthq,30,NA,Vaccinium vitis idaea,187,187,done
Vitis_vinifera-0,SRR26163227,SRR26163231,2,ONT,NA,Vitis_vinifera,NA,Vitis_vinifera,NA,NA,NA,WGS,GENOMIC,NA,Vitis vinifera,1,1,dummy,0,thorne,family,3000,TRUE,1:1:40,0.1:1:49,3000:6000:41,umap,manual,160000,0.1,onthq,30,NA,Vitis vinifera,831,831,done
Vitis_vinifera-1,SRR26163227,SRR26163231,2,ONT,NA,Vitis_vinifera,NA,Vitis_vinifera,NA,NA,NA,WGS,GENOMIC,NA,Vitis vinifera,1,1,dummy,0,thorne,family,3000,TRUE,1:1:40,0.1:1:49,3000:6000:41,umap,manual,160000,0.1,onthq,30,NA,Vitis vinifera,399,399,done
Vitis_vinifera-2,SRR26163227,SRR26163231,2,ONT,NA,Vitis_vinifera,NA,Vitis_vinifera,NA,NA,NA,WGS,GENOMIC,NA,Vitis vinifera,1,1,dummy,0,thorne,family,3000,TRUE,1:1:40,0.1:1:49,3000:6000:41,umap,manual,160000,0.1,onthq,30,NA,Vitis vinifera,399,399,done
